dsire_id,match_reason,scout_relevant,state,category,program_type,implementing_sector,name,administrator,technologies,incentive_amounts,summary,details,website_url,last_updated,created_ts
3285,expired+updated,True,TX,Financial Incentive,Rebate Program,Utility,Garland Power & Light - EnergySaver Energy Efficiency Rebate Programs,Garland Power & Light,Air conditioners; Heat pumps; Lighting,Incentive min: 250.0000 $; Incentive max: 900.0000 $; Incentive max: 20000.0000 $; Incentive min: 700.0000 $; Incentive max: 900.0000 $,"<p>&#10;&#9;Garland Power and Light (GP&amp;L) offers incentives to its residential, small commercial, and commercial customers to increase the energy efficiency of homes and facilities. Rebates for installing central air conditioning or heat pumps in already existing homes and businesses are available to residential and small commercial customers. Additionally, a separate lighting program is available to commercial customers who reduce their facility demand. Details on all offerings are available on the program web site. Incentives are offered to customers in the form of bill credits.<br/>&#10;&#9;<br/>&#10;&#9;Residential customers also qualify for rebates when they install high efficiency window air conditioning units with an ENERGY STAR Rating or make weatherization improvements to already existing homes. Eligible weatherization measures include: ceiling insulation up-grades, weather-stripping, caulking, ENERGY STAR windows and doors, window solar screens and film, duct insulation or replacement, duct leakage tests, and duct sealing. See respective rebate applications on the program web site for specific instructions and amounts. Contact Garland Power and Light for more information.</p><p>Residential customers may also qualify for bill credits when installing solar photovoltaic panels. Information regarding the solar rebate program can be found <a href=""https://programs.dsireusa.org/system/program/detail/5858/garland-power-light-energysaver-solar-rebate-program"">here.</a><br/></p>","Incentive Amount: Central Air Conditioning & Heat Pump Program: $700 - $900/unit<br />
Room Air Conditioner: $250 - $300/unit<br />
Wholehouse Weatherization: Up to $2,000<br />
Commercial lighting: $100 per kW reduced up to $20,000<br />; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: ; Installation Requirements: ; Ownership of Renewable Energy Credits: ",http://www.gpltexas.org/save-energy-money/energysaver-program,"November 14, 2025",02/24/2009
3322,updated,True,TX,Financial Incentive,Rebate Program,Utility,Guadalupe Valley Electric Cooperative - Residential Energy Efficiency Rebate Programs,Guadalupe Valley Electric Cooperative,Air conditioners; Heat pumps; Level-2 Electric Vehicle Service Equipment; Programmable Thermostats,Incentive : 650.0000 $/Unit; Incentive max: 600.0000 $; Incentive max: 50.0000 % of cost; Incentive max: 3000.0000 $; Incentive max: 50.0000 % of cost; Incentive min: 30.0000 $; Incentive max: 85.0000 $,"<p>GVEC’s rebate program helps members offset the cost of energy-efficient upgrades, including high-efficiency heat pump systems, Level 2 EV charging stations, smart thermostats (via their Peak-Time Payback program), and battery storage systems. The goal is to promote energy conservation, reduce peak demand on the grid, and reward members who install efficient or distributed energy tech.</p><p>If you want further details or want to apply, you can reach GVEC at 800-223-4832. For rebate-specific inquiries, email rebates@gvec.org</p>","Incentive Amount: Heat Pumps/Air Conditioner: $650 (18+ SEER)<br>
Level-2 EV Charging Station (Residential): Least of $600 or 50% of costs<br/>
Level-2 EV Charging Station (Commercial): Least of $3000 or 50% of costs<br/>
Peak-Time Thermostat Program: One-time $85 bill credit with additional $30 per year (through September 30)<br />
Peak-Time Existing Battery Program (Initial): $75 per installed kilowatt of rated capacity<br />
Peak-Time Existing Battery Program (Annual): $75 per installed kilowatt of rated capacity, calculated as an annual amount, then prorated and applied as a monthly bill credit<br />
Peak-TIme New Battery Program (Initial): $220 per installed kilowatt of rated capacity<br />
Peak-TIme New Battery Program (Annual): $75 per installed kilowatt of rated capacity, calculated as an annual amount, then prorated and applied as a monthly bill credit<br />; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: See program website.; Installation Requirements: Installations require a licensed contractor approved by Guadalupe Valley Electric Cooperative<br />; Ownership of Renewable Energy Credits: ",https://www.gvec.org/electric/rebates/,"October 13, 2025",03/31/2009
4911,expired+updated,True,TX,Financial Incentive,Property Tax Incentive,Local,Harris County - Property Tax Abatement for Green Commercial Buildings,Harris County,,,"<p>In 2008, the Harris County Commissioners Court adopted guidelines for partial tax abatements for new construction of <span>U.S. Green Building Council (USGBC) Leadership in Energy and Environmental Design (LEED)</span>-certified commercial buildings. To be eligible for the tax abatement, projects must be registered with the <span>USGBC </span><em>before</em> submitting an <a href=""https://hcoed.harriscountytx.gov/docs/TA/2023_2025_HC_Green_Tax_Abatement_Appl.pdf"">application</a><a href=""http://www.hctx.net/CmpDocuments/103/Economic_Development/Harris%20County%20Green%20Building%20Tax%20Abatement%20Application.pdf"" target=""_blank""> </a>to Harris County Community Services Department and must be submitted to the County <em>before</em> construction of the project commences. Tax abatement agreements are effective for up to 10 years and are based are based on a percentage of the incremental investment associated with obtaining LEED certification.</p>&#10;<p>&#10;&#9;This type of tax abatement may be sought by an applicant of the County’s standard economic development tax abatement, or as a stand-alone tax abatement. When an applicant seeks only a LEED Certification Tax Abatement, no job creation target or competitive siting is required in order to qualify. The investment requirement is at least $1,000,000 for a commercial structure with Platinum LEED Certification, and at least $10,000,000 for a commercial with the Basic Certification. There is a non-refundable application fee of $1,000.</p>&#10;<p>&#10;&#9;The value of the tax abatement is calculated on the appraised value after LEED Certification is obtained. The value of the tax abatement may be increased by up to $1,000 in the final year of the Agreement, at the County’s discretion.</p><p>In April 2025, the abatement availability was extended to April 2027.</p>","Incentive Amount: Certified LEED (Basic): 1.0%<br>
LEED Silver: 2.5%<br>
LEED Gold: 5.0%<br>
LEED Platinum: 10%; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: Must be LEED certified<br>
Must be new construction",https://hcoed.harriscountytx.gov/gbta.aspx,"November 20, 2025",07/14/2011
22241,updated,True,TX,Financial Incentive,Rebate Program,State,Light-Duty Motor Vehicle Purchase or Lease Incentive Program,Texas Commission on Environmental Quality,,,"<p>The Light-Duty Motor Vehicle Purchase or Lease Incentive Program (LDPLIP) provides rebates across the state to people who purchase or lease new light-duty motor vehicles powered by a hydrogen fuel cell, compressed natural gas, liquefied petroleum gas (propane), or other electric drive (such as plug-in or plug-in hybrid), along with conversion systems for compressed natural gas or propane. For more information and instructions on how to apply, visit the <a href=""https://www.tceq.texas.gov/airquality/terp/ld.html/"">program website</a>.</p>",Incentive Amount: Varies; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: ; Installation Requirements: ; Ownership of Renewable Energy Credits: ,https://www.tceq.texas.gov/airquality/terp/ld.html/,"May 12, 2026",06/19/2021
22479,updated,True,TX,Financial Incentive,Rebate Program,Utility,Oncor Electric Delivery - Commercial Solar Program,Oncor Electric Delivery,,,"<p> Oncor Electric Delivery offers rebates to its customers that install photovoltaic (PV) systems on businesses in its service area. Oncor commercial customers are eligible to participate in the program. Rebates may be assigned to the customer, a service provider, or a third party.<br/><br/><b>Eligibility</b><br/><br/>A commercial customer's business must have electric delivery service provided by Oncor. Systems must be new, connected to the grid on the customer side of the meter and meet all applicable code and utility interconnection requirements. All installations must be performed by service providers who meet specific program eligibility requirements. <br/><br/>For more information, visit the program website.<br/></p>","Incentive Amount: Contact utility; Maximum Incentive: ; Eligible System Size: 10 kW-DC to 450 kW-DC. Must be less than 75% of annual peak demand; Equipment Requirements: The solar system must be new; Installation Requirements: Work must be performed in accordance with all applicable federal, state, and local codes and standards; The solar array azimuth must be within 67.5 to 292.5 degrees.; Ownership of Renewable Energy Credits: ",https://www.oncor.com/takealoadofftexas/pages/commercial-solar,"November 21, 2025",11/09/2022
3082,updated,True,TX,Financial Incentive,Rebate Program,Utility,Oncor Electric Delivery - Commercial Standard Offer Rebate Program,Oncor Electric Delivery,,,"<p>&#10;&#9;Oncor provides incentives to service providers and self-sponsors who install eligible energy efficiency measures at facilities serviced by Oncor through their Commercial Standard Offer Program (CSOP). Independent companies/contractors are eligible to participate. The program is divided into deemed projects and measurement &amp; verification projects. Deemed projects offer incentives to service providers who complete projects with deemed kilowatt and kilowatt-hour savings. Measurement &amp; verification (M&amp;V) projects offer incentives to service providers and self-sponsors who complete measures requiring measurement and verification. Oncor will pay service providers a fixed price per kilowatt and kilowatt-hour saved based on the estimate of useful life of the approved measure(s). There is a minimum savings of $500 for Deemed Savings projects and $10,000 for Measurement &amp; Verification projects. <br/></p><p><br/></p>","Incentive Amount: Incentive amounts vary based on the type of qualifying energy efficiency measure installed. Incentives are available for both new construction and retrofit projects. Contact Oncor for more information.
; Maximum Incentive: Deemed Commercial: Varies<br />
M&V Commercial: Contact Oncor; Eligible System Size: Eligible projects must achieve at least $500 in deemed savings incentives to be eligible for the Basic Commercial Program or $10,000 in measured and verified savings to be eligible for the M&V Commercial Program; Equipment Requirements: See program website for full details.; Installation Requirements: ; Ownership of Renewable Energy Credits: ",https://eepm.oncor.com/commercial-provider.aspx,"November 21, 2025",09/23/2008
22477,updated,True,TX,Financial Incentive,Grant Program,Utility,Pedernales Electric Cooperative Community Grants,Pedernales Electric Cooperative,,,"<p>Pedernales Electric Cooperative’s (PEC) Community Grants program awards grants of up to $5,000 to eligible nonprofit organizations for qualified projects located within the PEC service area or in a community surrounded by the PEC service area. The grants are made possible by PEC members’ participation in the<a href=""https://www.pec.coop/our-community/power-of-change/""> Power of Change program.<br/></a></p><p>PEC offers grants to cover capital improvements, technology, and equipment related to energy efficiency for eligible non-profits (either 501(c)(3) or 501(c)(4).  Additional requirements are outlined in the<a href=""https://www.pec.coop/our-community/pec-giving/community-grants/eligibility/""> </a><a href=""https://mypec.com/community-grants-eligibility-requirements/"">Community Grants eligibility requirements.</a></p><p><br/></p>","Incentive Amount: Up to $5,000 will be awarded to eligible nonprofit organizations.; Maximum Incentive: ; Equipment Requirements: ; Installation Requirements: ",https://www.pec.coop/community-grants/,"October 21, 2025",09/02/2022
81,updated,True,TX,Financial Incentive,Corporate Tax Deduction,State,Solar and Wind Energy Device Franchise Tax Deduction,Comptroller of Public Accounts,,,"<p>&#10;&#9;<span>Texas allows a corporation to deduct the cost of a solar energy device from the franchise tax in one of two ways: <br/></span></p>&#10;<ul>&#10;&#9;<li>&#10;&#9;&#9;<span>The total cost of the system may be deducted from the company's taxable capital or, </span></li>&#10;&#9;<li>&#10;&#9;&#9;<span>10% of the system's cost may be deducted from the company's income.  </span></li>&#10;</ul>&#10;<p>&#10;&#9;<span>Both taxable capital and a company's income are taxed under the franchise tax, which is Texas's equivalent to a corporate tax. </span></p>&#10;<p>&#10;&#9;<span>For the purposes of this deduction, a solar energy device means &#34;a system or series of mechanisms designed primarily to provide heating or cooling or to produce electrical or mechanical power by collecting and transferring solar-generated energy. The term includes a mechanical or chemical device that has the ability to store solar-generated energy for use in heating or cooling or in the production of power.&#34; Under this definition wind energy is also included as an eligible technology.</span></p>&#10;<p>&#10;&#9;<span>Texas also offers a<span class=""apple-converted-space""> </span><a href=""http://programs.dsireusa.org/system/program/detail/82"" target=""_blank"" title=""franchise tax exemption"">franchise tax exemption</a><span class=""apple-converted-space""> </span>for manufacturers, seller, or installers of solar energy systems which also includes wind energy as an eligible technology.</span></p>",Incentive Amount: 10% of amortized cost; Maximum Incentive: ; Equipment Requirements: ,https://comptroller.texas.gov/taxes/franchise/,"March 21, 2026",01/01/2000
1544,updated,True,TX,Financial Incentive,Rebate Program,Utility,Texas-New Mexico Power Company - Commercial Market Transformation Program,Texas-New Mexico Power,Air conditioners; Attic Insulation; Building Insulation; Building Systems; Chillers; Cold Climate Heat Pump; Commercial Refrigeration Equipment; Comprehensive Measures/Whole Building; Custom/Others pending approval; Dishwasher; Dual Fuel Air-Source Heat Pump; Ducted Mini-Split Heat Pump; Ductless Mini-Split Heat Pump; Energy Mgmt. Systems/Building Controls; HVAC; Heat pumps; Insulation; LED Lighting; Lighting; Lighting Controls/Sensors; Load Management; Motor VFDs; Other EE; Programmable Thermostats; Reflective Roofs; Refrigerators/Freezers; Solar Photovoltaics; Wall Insulation; Yes; specific technologies not identified,System max: 99.0000 kWh annual savings; Incentive min: 0.0100 $/kWh; Incentive max: 0.1050 $/kWh; Incentive min: 100.0000 $/kW; Incentive max: 400.0000 $/kW; System min: 1.5000 Tons; Incentive min: 100.0000 $; Incentive max: 1500.0000 $,"<p></p><p>The Commercial Market Transformation Program is offered to any TNMP non-residential distribution customer, including small business, non-profit, commercial, manufacturing, industrial, independent school district, college, university, test school, city, county, and government customers. Projects can include retrofits to existing systems, building remodels, or new construction incorporating high-efficiency designs and technologies.</p><p>The final incentive is based on the customer's annual energy savings -- $400/kW saved or $0.105/kWh saved, whichever is greater. Projects can receive a varied incentive value based on the facility's peak kW and the amount of kWh saved, with reduced incentives as the savings increase. See the<a href=""https://tnmp.com/sites/default/files/inline-images/2026%20TNMP%20Program%20Manual%20-%20Final.pdf""> program manual</a> for more information on the precise incentive tiers.</p><p>Eligible measures include:</p><ul><li><b>Lighting measures: </b>LED lighting retrofits, lighting controls, exterior lighting, LED installation in new construction</li><li><b>HVAC measures:</b> high-efficiency HVAC systems, variable frequency drives, energy recovery units, smart thermostats, HVAC system recommissioning/AC tune-ups</li><li><b>Building envelope improvements</b></li><li><b>Building automation and control measures: </b>controls to monitor and manage energy use, smart building controls, occupancy-based scheduling</li><li><b>Electric water heating and conservation measures</b></li><li><b>Renewable energy integration:</b> solar panels</li><li><b>ENERGY STAR appliances:</b> energy-efficient appliances, power management systems</li></ul><p>TNMP also provides an incentive for air conditioner and heat pump tune-ups for all commercial buildings using electricity on existing systems, with the incentive ranging from $100 to $1,500 based on the size of the system.</p><p>Separately, TNMP offers select equipment replaces at no cost, including energy assessments, select energy efficiency upgrades, and installation for commercial customers with a peak demand up to 100 kW.</p><p></p><p></p><p></p>","Incentive Amount: <b>Standard Incentive:</b><br>
0-250 peak kW: $0.025-$0.105/kWh or $200-$400/kW<br>
250-500 peak kW: $0.01-$0.105/kWh or $100-$400/kW<br>
500+ kW: $0.01-$0.05/kWh or $100-$250/kW (Tier 3)<br>
<br>
<b>Custom Incentive:</b><br>
1-3 million kWh saved: $0.035/kWh or $100/kW<br>
3-5 million kWh saved: $0.01/kWh<br>
Over 5 million kWh saved: $0.005/kWh<br>
<br>
<b>AC/Heat Pump Tune-Ups:</b><br>
1.5-3 tons: $100<br>
4-5 tons: $140<br>
6-10 tons: $250<br>
11-15 tons: $435<br>
16-25 tons: $500<br>
26-30 tons: $600<br>
31-50 tons: $840<br>
51-80 tons: $1,200<br>
80+ tons: $1,500; Maximum Incentive: $400/kW saved or $0.105/kWh saved, whichever is greater; Eligible System Size: ; Equipment Requirements: See program manual for full details; Installation Requirements: See program manual for full details; Ownership of Renewable Energy Credits: ",https://tnmp.com/energy-efficiency/commercial/large,"March 21, 2026",05/29/2006
1543,updated,True,TX,Financial Incentive,Rebate Program,Utility,Texas-New Mexico Power Company - Residential and Hard-to-Reach Standard Offer Programs,Frontier Energy,Air conditioners; HVAC; Heat Pump Water Heater; Heat pumps; Level-2 Electric Vehicle Service Equipment; Programmable Thermostats; Solar Photovoltaics,Incentive min: 50.0000 $/ton; Incentive max: 400.0000 $/ton; Incentive min: 75.0000 $/ton; Incentive max: 750.0000 $/ton; Incentive min: 50.0000 $; Incentive max: 500.0000 $; Incentive min: 50.0000 $; Incentive max: 175.0000 $; Incentive min: 1250.0000 $; Incentive max: 2750.0000 $; Incentive : 500.0000 $,"<p>The 2025 Residential and Hard-to-Reach (HTR) Standard Offer Program provides cash rebates to encourage homeowners and contractors to install energy-efficient equipment and upgrades. Incentives cover a wide range of residential improvements such as HVAC replacements, mini-split heat pumps, smart thermostats, lighting, water-saving fixtures, and insulation. Rebates vary by system efficiency (SEER2 ratings) and measure type, with additional incentives available for projects that include new construction or replace older systems early. Standard residential participants qualify for base rebate amounts, while Hard-to-Reach customers—typically low-income or rural households—receive higher incentives to help reduce upfront costs and promote equitable energy savings.</p><p><br/></p><p>The program also supports renewable and electrification technologies like solar PV systems, energy storage, and Level 2 EV chargers installed with solar. All measures must meet program eligibility requirements, and savings are verified based on equipment efficiency and installation quality.</p>","Incentive Amount: <b><a href=""https://tnmp.com/sites/default/files/PDFs/2025%20RESHTR%20Program%20Manual.pdf""> 2025 Program Manual</a></b><br />
<p><i>Note: “Res” = Residential Standard Offer Program; “HTR” = Hard-to-Reach Program (typically offers higher incentives for low-income or rural households).</i></p>

<ul>
  <li><b>Primary Measures — Paid by Verified Savings</b>
    <ul>
      <li>Ceiling/Wall/Floor Insulation (Gas): Res $480/kW + $0.25/kWh; HTR $538/kW + $0.30/kWh</li>
      <li>Ceiling/Wall/Floor Insulation (Electric): Res $440/kW + $0.24/kWh; HTR $493/kW + $0.28/kWh</li>
      <li>Attic Encapsulation (Gas): Res $384/kW + $0.20/kWh; HTR $430/kW + $0.24/kWh</li>
      <li>Attic Encapsulation (Electric): Res $352/kW + $0.19/kWh; HTR $394/kW + $0.22/kWh</li>
      <li>Duct Sealing (Alt Approach): Res $175; HTR $250 (flat)</li>
      <li>Air Infiltration (HTR only): HTR $275 + $0.11/kWh</li>
      <li>All Other Measures (&gt;10 yr EUL): Res $225 + $0.07/kWh; HTR $270 + $0.11/kWh</li>
    </ul>
  </li>

  <li><b>HVAC System Replacement — Replace on Burnout &amp; New Construction</b>
    <ul>
      <li>SEER2 15.2–17.19: Res $50/ton · $1,400/system (HP→ERH); HTR $125/ton · $1,900/system (HP→ERH)</li>
      <li>SEER2 17.2–19.99: Res $150/ton · $1,500/system (HP→ERH); HTR $225/ton · $2,000/system (HP→ERH)</li>
      <li>SEER2 20+: Res $225/ton · $1,700/system (HP→ERH); HTR $325/ton · $2,200/system (HP→ERH)</li>
      <li>Multifamily Units: Res $1,000/system; HTR $1,300/system</li>
    </ul>
  </li>

  <li><b>HVAC System Replacement — Early Retirement</b>
    <ul>
      <li>SEER2 15.2–17.19: Res $125/ton · $1,800/system (HP→ERH); HTR $225/ton · $2,300/system (HP→ERH)</li>
      <li>SEER2 17.2–19.99: Res $200/ton · $2,000/system (HP→ERH); HTR $300/ton · $2,500/system (HP→ERH)</li>
      <li>SEER2 20+: Res $300/ton · $2,200/system (HP→ERH); HTR $400/ton · $2,700/system (HP→ERH)</li>
      <li>Multifamily Units: Res $1,300/system; HTR $1,500/system</li>
    </ul>
  </li>

  <li><b>Mini-Split Systems (per ton)</b>
    <ul>
      <li><i>Replace on Burnout</i> — HP &amp; A/C: $75 - $350</li>
      <li><i>Replace on Burnout</i> — HP replacing ERH: $250 - $600</li>
      <li><i>Early Retirement</i> — HP &amp; A/C: $150 - $400</li>
      <li><i>Early Retirement</i> — HP replacing ERH: $350 - $750</li>
      <li><i>New Construction</i> — HP &amp; A/C: $75 - $350</li>
    </ul>
  </li>

  <li><b>Heat Pump Water Heaters (ENERGY STAR&reg;)</b>
    <ul>
      <li>&le;55 gal: Res $400; HTR $500</li>
      <li>&gt;55–120 gal: Res $50; HTR $100</li>
    </ul>
  </li>

  <li><b>HVAC Tune-Up (Deemed Savings)</b>
    <ul>
      <li>Res $55; HTR $55</li>
    </ul>
  </li>

  <li><b>Secondary Measures</b>
    <ul>
      <li>Advanced Power Strip (APS): Res $30; HTR $35</li>
      <li>Small APS (PowerTap): Res $15; HTR $15</li>
      <li>General Service LED: Res $3.00/lamp; HTR $3.00/lamp</li>
      <li>Faucet Aerator: Res $3.50; HTR $4.50</li>
      <li>Low-Flow Showerhead: Res $35; HTR $45</li>
      <li>Water Heater Pipe Wrap: Res $5; HTR $10</li>
      <li>Smart Thermostat (Single-family): Res $125; HTR $175</li>
      <li>Smart Thermostat (Multifamily): Res $50; HTR $65</li>
    </ul>
  </li>

  <li><b>Solar / Energy Storage / EVSE (with Solar)</b>
    <ul>
      <li>PV (DC-STC size): 3–4.999 kW $1,250; 5–7.499 kW $2,200; 7.5–30 kW $2,750</li>
      <li>Energy Storage (with Solar): $1,000</li>
      <li>Level 2 EVSE (with Solar): $500</li>
      <li>Max per Customer: $4,250; Max per Premise: $4,250</li>
    </ul>
  </li>
</ul>; Maximum Incentive: ; Eligible System Size: ; Equipment Requirements: ; Installation Requirements: See program manual for full details; Ownership of Renewable Energy Credits: ",https://tnmpefficiency.com/residential.php#existing-homes,"November 3, 2025",05/29/2006
2084,updated,True,TX,Financial Incentive,Rebate Program,Utility,United Cooperative Services - Residential Energy Efficiency Rebate Program,United Cooperative Services,Attic Insulation; Building Insulation; Geothermal Heat Pumps; HVAC; Heat Pump Water Heater; Heat pumps; Level-2 Electric Vehicle Service Equipment; Programmable Thermostats; Water Heaters,Incentive : 200.0000 $/ton; Incentive : 150.0000 $/Unit; Incentive : 200.0000 $/Unit; Incentive max: 50.0000 $/Unit; Incentive : 0.0200 $/square foot; Incentive : 75.0000 $/Unit; Incentive max: 250.0000 $; Incentive : 50.0000 % of cost,"<p>United Cooperative Services offers a one-time rebate program for new home construction and retrofit upgrades.  The following equipment/upgrades are eligible under United's Rebate Program:</p>&#10;<ul>&#10;    <li><span>Air-Source Heat Pumps</span></li>&#10;    <li>Ground Source Heat Pumps</li>&#10;    <li>Programmable Thermostats</li>&#10;    <li>Heat Pump Water Heaters</li>&#10;    <li>Attic Insulation</li><li>HVAC Systems/Tune-ups</li><li><span>Electric Vehicle Chargers</span></li>&#10;</ul>&#10;<p>Maximum incentives are capped at $1,200 per home.   To be eligible for the rebate program, rebate forms and accompanying documentation must be submitted within 60 days of the completion of construction and/or installation. Additional equipment requirements and applications may be found on the web site listed above.</p>","Incentive Amount: Air Source Heat Pump: $200<br />
Geothermal Heat Pump: $200/ton<br />
Heat Pump Electric Water Heater: $150/unit<br/>
Attic Insulation (Retrofit): $0.02/inch per sq ft<br />
HVAC Tune-Up: $75<br />
Electric Vehicle Charger: 50% of cost, up to $250/unit <br/>
Smart Thermostat: up to $50<br />; Maximum Incentive: Insulation Rebate: Paid only up to maximum depth of 12 inches<br />
Total Rebates: $1,200 maximum per home; Eligible System Size: See program website.; Equipment Requirements: See program website.; Installation Requirements: See program website.; Ownership of Renewable Energy Credits: ",https://www.united-cs.com/rebate-programs,"October 14, 2025",08/29/2006
727,updated,True,US,Financial Incentive,Corporate Tax Exemption,Federal,Residential Energy Conservation Subsidy Exclusion (Corporate),U.S. Internal Revenue Service,,,"<p>&#10;&#9;According to Section 136 of the U.S. Code, energy conservation subsidies provided (directly or indirectly) to customers by public utilities* are non-taxable. This exclusion does <i>not</i> apply to electricity-generating systems registered as &#34;qualifying facilities&#34; under the Public Utility Regulatory Policies Act of 1978 (PURPA). If a taxpayer claims federal tax credits or deductions for the energy conservation property, the investment basis for the purpose of claiming the deduction or tax credit must be reduced by the value of the energy conservation subsidy (i.e., a taxpayer may not claim a tax credit for an expense that the taxpayer ultimately did not pay).</p><p>The term &#34;energy conservation measure&#34; includes installations or modifications primarily designed to reduce consumption of electricity or natural gas, or to improve the management of energy demand. Eligible dwelling units include houses, apartments, condominiums, mobile homes, boats and similar properties. If a building or structure contains both dwelling units and other units, any subsidy must be properly allocated.</p><p>The definition of &#34;energy conservation measure&#34; implies that utility rebates for residential solar-thermal projects and photovoltaic (PV) systems may be non-taxable. However, the IRS has not ruled definitively on this issue. Taxpayers considering using this provision for a renewable energy system should discuss the details of the project with a tax professional. Other types of utility subsidies that may come in the form of credits or reduced rates might also be non-taxable, according to IRS Publication 525. <br/>&#10;&#9;<br/>&#10;&#9;<br/>&#10;&#9;* <i>The term &#34;public utility&#34; is defined as an entity &#34;engaged in the sale of electricity or natural gas to residential, commercial, or industrial customers for use by such customers.&#34; The term includes federal, state and local government entities.</i></p>",Incentive Amount: 100% of subsidy; Maximum Incentive: ,http://www.irs.gov/publications/p525/index.html,"March 26, 2026",03/05/2002
666,updated,True,US,Financial Incentive,Personal Tax Exemption,Federal,Residential Energy Conservation Subsidy Exclusion (Personal),U.S. Internal Revenue Service,,,"<p>
	According to Section 136 of the U.S. Code, energy conservation subsidies provided (directly or indirectly) to customers by public utilities* are non-taxable. This exclusion does <em>not</em> apply to electricity-generating systems registered as &quot;qualifying facilities&quot; under the Public Utility Regulatory Policies Act of 1978 (PURPA). If a taxpayer claims federal tax credits or deductions for the energy conservation property, the investment basis for the purpose of claiming the deduction or tax credit must be reduced by the value of the energy conservation subsidy (i.e., a taxpayer may not claim a tax credit for an expense that the taxpayer ultimately did not pay).</p>
<p>
	The term &quot;energy conservation measure&quot; includes installations or modifications primarily designed to reduce consumption of electricity or natural gas, or to improve the management of energy demand. Eligible dwelling units include houses, apartments, condominiums, mobile homes, boats and similar properties. If a building or structure contains both dwelling units and other units, any subsidy must be properly allocated.</p>
<p>
	The definition of &quot;energy conservation measure&quot; implies that utility rebates for residential solar-thermal projects and photovoltaic (PV) systems may be non-taxable. However, the IRS has not ruled definitively on this issue. Taxpayers considering using this provision for a renewable energy system should discuss the details of the project with a tax professional. Other types of utility subsidies that may come in the form of credits or reduced rates might also be non-taxable, according to IRS Publication 525.<br />
	<br />
	<br />
	* <i>The term &quot;public utility&quot; is defined as an entity &quot;engaged in the sale of electricity or natural gas to residential, commercial, or industrial customers for use by such customers.&quot; The term includes federal, state and local government entities.</i></p>",Incentive Amount: 100% of subsidy; Maximum Incentive: ,http://www.irs.gov/publications/p525/index.html,"March 26, 2026",03/05/2002
1070,expired+updated,True,UT,Financial Incentive,Sales Tax Incentive,State,Alternative Energy Sales Tax Exemption,Utah State Tax Commission,,,"<p>&#10;&#9;Utah exempts the purchase or lease of equipment used to generate electricity from alternative resources from the state sales tax. Eligible purchases or leases must be made for or by an alternative energy production facility on or after July 1, 2004, and before June 30, 2027. All leases must be made for at least seven years.</p><p>&#10;&#9;Eligible  resources include wind, solar, biomass, geothermal, hydroelectricity, and energy that is derived from coal-to-liquids, nuclear fuel, oil-impregnated diatomaceous earth, oil sands, oil shale, petroleum coke, waste heat from an industrial facility, or waste heat from a power station in which an electric generator is driven through a process in which water is heated, turns into steam, and spins a steam turbine. Facilities must use alternative energy to produce electricity and must have a minimum capacity of 2 megawatts (MW). An existing facility that is expanded by one or more MW as a result of the machinery or equipment may also be eligible for the exemption.</p><p>Equipment used to generate electricity from waste energy is also eligible for this exemption. Waste energy is defined as using as the primary source of energy materials that would be placed in a landfill or refuse pit if it were not used to generate electricity. This includes tires, waste coal, oil shale, and municipal solid waste. The facility must generate an amount of energy greater than that required for the operation of the facility.</p><p>&#10;&#9;Equipment eligible for the exemption generally includes wind turbines, generating equipment, control and monitoring systems, power lines, substation equipment, lighting, fencing, pipes, and other equipment for locating power lines and poles. Equipment <i>not</i> eligible for the exemption includes tools and other equipment used in construction of a new facility, contracted services required for construction, and routine maintenance activities and equipment utilized or acquired after the project is operational.</p>&#10;<p>&#10;&#9;As of 2013, sales of fuel cells are also exempt from taxation.</p>","Incentive Amount: 100%; Maximum Incentive: ; Equipment Requirements: 2 MW or greater, or for expansions of 1 MW or greater",,"March 23, 2026",03/18/2004
